wafer_id,lot_id,wafer_no,slot,status
LOT_A_019_W16,LOT_A_019,16,16,COMPLETE
LOT_A_019_W17,LOT_A_019,17,17,COMPLETE
LOT_A_019_W18,LOT_A_019,18,18,COMPLETE
LOT_A_019_W19,LOT_A_019,19,19,COMPLETE
LOT_A_019_W20,LOT_A_019,20,20,COMPLETE
LOT_A_019_W21,LOT_A_019,21,21,COMPLETE
LOT_A_019_W22,LOT_A_019,22,22,COMPLETE
LOT_A_019_W23,LOT_A_019,23,23,COMPLETE
LOT_A_019_W24,LOT_A_019,24,24,COMPLETE
LOT_A_019_W25,LOT_A_019,25,25,COMPLETE
LOT_A_020_W01,LOT_A_020,1,1,COMPLETE
LOT_A_020_W02,LOT_A_020,2,2,COMPLETE
LOT_A_020_W03,LOT_A_020,3,3,COMPLETE
LOT_A_020_W04,LOT_A_020,4,4,COMPLETE
LOT_A_020_W05,LOT_A_020,5,5,COMPLETE
LOT_A_020_W06,LOT_A_020,6,6,COMPLETE
LOT_A_020_W07,LOT_A_020,7,7,COMPLETE
LOT_A_020_W08,LOT_A_020,8,8,COMPLETE
LOT_A_020_W09,LOT_A_020,9,9,COMPLETE
LOT_A_020_W10,LOT_A_020,10,10,COMPLETE
LOT_A_020_W11,LOT_A_020,11,11,COMPLETE
LOT_A_020_W12,LOT_A_020,12,12,COMPLETE
LOT_A_020_W13,LOT_A_020,13,13,COMPLETE
LOT_A_020_W14,LOT_A_020,14,14,COMPLETE
LOT_A_020_W15,LOT_A_020,15,15,COMPLETE
LOT_A_020_W16,LOT_A_020,16,16,COMPLETE
LOT_A_020_W17,LOT_A_020,17,17,COMPLETE
LOT_A_020_W18,LOT_A_020,18,18,COMPLETE
LOT_A_020_W19,LOT_A_020,19,19,COMPLETE
LOT_A_020_W20,LOT_A_020,20,20,COMPLETE
LOT_A_020_W21,LOT_A_020,21,21,COMPLETE
LOT_A_020_W22,LOT_A_020,22,22,COMPLETE
LOT_A_020_W23,LOT_A_020,23,23,COMPLETE
LOT_A_020_W24,LOT_A_020,24,24,COMPLETE
LOT_A_020_W25,LOT_A_020,25,25,COMPLETE
LOT_A_021_W01,LOT_A_021,1,1,COMPLETE
LOT_A_021_W02,LOT_A_021,2,2,COMPLETE
LOT_A_021_W03,LOT_A_021,3,3,COMPLETE
LOT_A_021_W04,LOT_A_021,4,4,COMPLETE
LOT_A_021_W05,LOT_A_021,5,5,COMPLETE
LOT_A_021_W06,LOT_A_021,6,6,COMPLETE
LOT_A_021_W07,LOT_A_021,7,7,COMPLETE
LOT_A_021_W08,LOT_A_021,8,8,COMPLETE
LOT_A_021_W09,LOT_A_021,9,9,COMPLETE
LOT_A_021_W10,LOT_A_021,10,10,COMPLETE
LOT_A_021_W11,LOT_A_021,11,11,COMPLETE
LOT_A_021_W12,LOT_A_021,12,12,COMPLETE
LOT_A_021_W13,LOT_A_021,13,13,COMPLETE
LOT_A_021_W14,LOT_A_021,14,14,COMPLETE
LOT_A_021_W15,LOT_A_021,15,15,COMPLETE
LOT_A_021_W16,LOT_A_021,16,16,COMPLETE
LOT_A_021_W17,LOT_A_021,17,17,COMPLETE
LOT_A_021_W18,LOT_A_021,18,18,COMPLETE
LOT_A_021_W19,LOT_A_021,19,19,COMPLETE
LOT_A_021_W20,LOT_A_021,20,20,COMPLETE
LOT_A_021_W21,LOT_A_021,21,21,COMPLETE
LOT_A_021_W22,LOT_A_021,22,22,COMPLETE
LOT_A_021_W23,LOT_A_021,23,23,COMPLETE
LOT_A_021_W24,LOT_A_021,24,24,COMPLETE
LOT_A_021_W25,LOT_A_021,25,25,COMPLETE
LOT_A_022_W01,LOT_A_022,1,1,COMPLETE
LOT_A_022_W02,LOT_A_022,2,2,COMPLETE
LOT_A_022_W03,LOT_A_022,3,3,COMPLETE
LOT_A_022_W04,LOT_A_022,4,4,COMPLETE
LOT_A_022_W05,LOT_A_022,5,5,COMPLETE
LOT_A_022_W06,LOT_A_022,6,6,COMPLETE
LOT_A_022_W07,LOT_A_022,7,7,COMPLETE
LOT_A_022_W08,LOT_A_022,8,8,COMPLETE
LOT_A_022_W09,LOT_A_022,9,9,COMPLETE
LOT_A_022_W10,LOT_A_022,10,10,COMPLETE
LOT_A_022_W11,LOT_A_022,11,11,COMPLETE
LOT_A_022_W12,LOT_A_022,12,12,COMPLETE
LOT_A_022_W13,LOT_A_022,13,13,COMPLETE
LOT_A_022_W14,LOT_A_022,14,14,COMPLETE
LOT_A_022_W15,LOT_A_022,15,15,COMPLETE
LOT_A_022_W16,LOT_A_022,16,16,COMPLETE
LOT_A_022_W17,LOT_A_022,17,17,COMPLETE
LOT_A_022_W18,LOT_A_022,18,18,COMPLETE
LOT_A_022_W19,LOT_A_022,19,19,COMPLETE
LOT_A_022_W20,LOT_A_022,20,20,COMPLETE
LOT_A_022_W21,LOT_A_022,21,21,COMPLETE
LOT_A_022_W22,LOT_A_022,22,22,COMPLETE
LOT_A_022_W23,LOT_A_022,23,23,COMPLETE
LOT_A_022_W24,LOT_A_022,24,24,COMPLETE
LOT_A_022_W25,LOT_A_022,25,25,COMPLETE
LOT_A_023_W01,LOT_A_023,1,1,COMPLETE
LOT_A_023_W02,LOT_A_023,2,2,COMPLETE
LOT_A_023_W03,LOT_A_023,3,3,COMPLETE
LOT_A_023_W04,LOT_A_023,4,4,COMPLETE
LOT_A_023_W05,LOT_A_023,5,5,COMPLETE
LOT_A_023_W06,LOT_A_023,6,6,COMPLETE
LOT_A_023_W07,LOT_A_023,7,7,COMPLETE
LOT_A_023_W08,LOT_A_023,8,8,COMPLETE
LOT_A_023_W09,LOT_A_023,9,9,COMPLETE
LOT_A_023_W10,LOT_A_023,10,10,COMPLETE
LOT_A_023_W11,LOT_A_023,11,11,COMPLETE
LOT_A_023_W12,LOT_A_023,12,12,COMPLETE
LOT_A_023_W13,LOT_A_023,13,13,COMPLETE
LOT_A_023_W14,LOT_A_023,14,14,COMPLETE
LOT_A_023_W15,LOT_A_023,15,15,COMPLETE
LOT_A_023_W16,LOT_A_023,16,16,COMPLETE
LOT_A_023_W17,LOT_A_023,17,17,COMPLETE
LOT_A_023_W18,LOT_A_023,18,18,COMPLETE
LOT_A_023_W19,LOT_A_023,19,19,COMPLETE
LOT_A_023_W20,LOT_A_023,20,20,COMPLETE
LOT_A_023_W21,LOT_A_023,21,21,COMPLETE
LOT_A_023_W22,LOT_A_023,22,22,COMPLETE
LOT_A_023_W23,LOT_A_023,23,23,COMPLETE
LOT_A_023_W24,LOT_A_023,24,24,COMPLETE
LOT_A_023_W25,LOT_A_023,25,25,COMPLETE
LOT_A_024_W01,LOT_A_024,1,1,COMPLETE
LOT_A_024_W02,LOT_A_024,2,2,COMPLETE
LOT_A_024_W03,LOT_A_024,3,3,COMPLETE
LOT_A_024_W04,LOT_A_024,4,4,COMPLETE
LOT_A_024_W05,LOT_A_024,5,5,COMPLETE
LOT_A_024_W06,LOT_A_024,6,6,COMPLETE
LOT_A_024_W07,LOT_A_024,7,7,COMPLETE
LOT_A_024_W08,LOT_A_024,8,8,COMPLETE
LOT_A_024_W09,LOT_A_024,9,9,COMPLETE
LOT_A_024_W10,LOT_A_024,10,10,COMPLETE
LOT_A_024_W11,LOT_A_024,11,11,COMPLETE
LOT_A_024_W12,LOT_A_024,12,12,COMPLETE
LOT_A_024_W13,LOT_A_024,13,13,COMPLETE
LOT_A_024_W14,LOT_A_024,14,14,COMPLETE
LOT_A_024_W15,LOT_A_024,15,15,COMPLETE
LOT_A_024_W16,LOT_A_024,16,16,COMPLETE
LOT_A_024_W17,LOT_A_024,17,17,COMPLETE
LOT_A_024_W18,LOT_A_024,18,18,COMPLETE
LOT_A_024_W19,LOT_A_024,19,19,COMPLETE
LOT_A_024_W20,LOT_A_024,20,20,COMPLETE
LOT_A_024_W21,LOT_A_024,21,21,COMPLETE
LOT_A_024_W22,LOT_A_024,22,22,COMPLETE
LOT_A_024_W23,LOT_A_024,23,23,COMPLETE
LOT_A_024_W24,LOT_A_024,24,24,COMPLETE
LOT_A_024_W25,LOT_A_024,25,25,COMPLETE
LOT_A_025_W01,LOT_A_025,1,1,COMPLETE
LOT_A_025_W02,LOT_A_025,2,2,COMPLETE
LOT_A_025_W03,LOT_A_025,3,3,COMPLETE
LOT_A_025_W04,LOT_A_025,4,4,COMPLETE
LOT_A_025_W05,LOT_A_025,5,5,COMPLETE
LOT_A_025_W06,LOT_A_025,6,6,COMPLETE
LOT_A_025_W07,LOT_A_025,7,7,COMPLETE
LOT_A_025_W08,LOT_A_025,8,8,COMPLETE
LOT_A_025_W09,LOT_A_025,9,9,COMPLETE
LOT_A_025_W10,LOT_A_025,10,10,COMPLETE
LOT_A_025_W11,LOT_A_025,11,11,COMPLETE
LOT_A_025_W12,LOT_A_025,12,12,COMPLETE
LOT_A_025_W13,LOT_A_025,13,13,COMPLETE
LOT_A_025_W14,LOT_A_025,14,14,COMPLETE
LOT_A_025_W15,LOT_A_025,15,15,COMPLETE
LOT_A_025_W16,LOT_A_025,16,16,COMPLETE
LOT_A_025_W17,LOT_A_025,17,17,COMPLETE
LOT_A_025_W18,LOT_A_025,18,18,COMPLETE
LOT_A_025_W19,LOT_A_025,19,19,COMPLETE
LOT_A_025_W20,LOT_A_025,20,20,COMPLETE
LOT_A_025_W21,LOT_A_025,21,21,COMPLETE
LOT_A_025_W22,LOT_A_025,22,22,COMPLETE
LOT_A_025_W23,LOT_A_025,23,23,COMPLETE
LOT_A_025_W24,LOT_A_025,24,24,COMPLETE
LOT_A_025_W25,LOT_A_025,25,25,COMPLETE
LOT_A_026_W01,LOT_A_026,1,1,COMPLETE
LOT_A_026_W02,LOT_A_026,2,2,COMPLETE
LOT_A_026_W03,LOT_A_026,3,3,COMPLETE
LOT_A_026_W04,LOT_A_026,4,4,COMPLETE
LOT_A_026_W05,LOT_A_026,5,5,COMPLETE
LOT_A_026_W06,LOT_A_026,6,6,COMPLETE
LOT_A_026_W07,LOT_A_026,7,7,COMPLETE
LOT_A_026_W08,LOT_A_026,8,8,COMPLETE
LOT_A_026_W09,LOT_A_026,9,9,COMPLETE
LOT_A_026_W10,LOT_A_026,10,10,COMPLETE
LOT_A_026_W11,LOT_A_026,11,11,COMPLETE
LOT_A_026_W12,LOT_A_026,12,12,COMPLETE
LOT_A_026_W13,LOT_A_026,13,13,COMPLETE
LOT_A_026_W14,LOT_A_026,14,14,COMPLETE
LOT_A_026_W15,LOT_A_026,15,15,COMPLETE
LOT_A_026_W16,LOT_A_026,16,16,COMPLETE
LOT_A_026_W17,LOT_A_026,17,17,COMPLETE
LOT_A_026_W18,LOT_A_026,18,18,COMPLETE
LOT_A_026_W19,LOT_A_026,19,19,COMPLETE
LOT_A_026_W20,LOT_A_026,20,20,COMPLETE
LOT_A_026_W21,LOT_A_026,21,21,COMPLETE
LOT_A_026_W22,LOT_A_026,22,22,COMPLETE
LOT_A_026_W23,LOT_A_026,23,23,COMPLETE
LOT_A_026_W24,LOT_A_026,24,24,COMPLETE
LOT_A_026_W25,LOT_A_026,25,25,COMPLETE
LOT_A_027_W01,LOT_A_027,1,1,COMPLETE
LOT_A_027_W02,LOT_A_027,2,2,COMPLETE
LOT_A_027_W03,LOT_A_027,3,3,COMPLETE
LOT_A_027_W04,LOT_A_027,4,4,COMPLETE
LOT_A_027_W05,LOT_A_027,5,5,COMPLETE
LOT_A_027_W06,LOT_A_027,6,6,COMPLETE
LOT_A_027_W07,LOT_A_027,7,7,COMPLETE
LOT_A_027_W08,LOT_A_027,8,8,COMPLETE
LOT_A_027_W09,LOT_A_027,9,9,COMPLETE
LOT_A_027_W10,LOT_A_027,10,10,COMPLETE
LOT_A_027_W11,LOT_A_027,11,11,COMPLETE
LOT_A_027_W12,LOT_A_027,12,12,COMPLETE
LOT_A_027_W13,LOT_A_027,13,13,COMPLETE
LOT_A_027_W14,LOT_A_027,14,14,COMPLETE
LOT_A_027_W15,LOT_A_027,15,15,COMPLETE
LOT_A_027_W16,LOT_A_027,16,16,COMPLETE
LOT_A_027_W17,LOT_A_027,17,17,COMPLETE
LOT_A_027_W18,LOT_A_027,18,18,COMPLETE
LOT_A_027_W19,LOT_A_027,19,19,COMPLETE
LOT_A_027_W20,LOT_A_027,20,20,COMPLETE
LOT_A_027_W21,LOT_A_027,21,21,COMPLETE
LOT_A_027_W22,LOT_A_027,22,22,COMPLETE
LOT_A_027_W23,LOT_A_027,23,23,COMPLETE
LOT_A_027_W24,LOT_A_027,24,24,COMPLETE
LOT_A_027_W25,LOT_A_027,25,25,COMPLETE
LOT_A_028_W01,LOT_A_028,1,1,COMPLETE
LOT_A_028_W02,LOT_A_028,2,2,COMPLETE
LOT_A_028_W03,LOT_A_028,3,3,COMPLETE
LOT_A_028_W04,LOT_A_028,4,4,COMPLETE
LOT_A_028_W05,LOT_A_028,5,5,COMPLETE
LOT_A_028_W06,LOT_A_028,6,6,COMPLETE
LOT_A_028_W07,LOT_A_028,7,7,COMPLETE
LOT_A_028_W08,LOT_A_028,8,8,COMPLETE
LOT_A_028_W09,LOT_A_028,9,9,COMPLETE
LOT_A_028_W10,LOT_A_028,10,10,COMPLETE
LOT_A_028_W11,LOT_A_028,11,11,COMPLETE
LOT_A_028_W12,LOT_A_028,12,12,COMPLETE
LOT_A_028_W13,LOT_A_028,13,13,COMPLETE
LOT_A_028_W14,LOT_A_028,14,14,COMPLETE
LOT_A_028_W15,LOT_A_028,15,15,COMPLETE
LOT_A_028_W16,LOT_A_028,16,16,COMPLETE
LOT_A_028_W17,LOT_A_028,17,17,COMPLETE
LOT_A_028_W18,LOT_A_028,18,18,COMPLETE
LOT_A_028_W19,LOT_A_028,19,19,COMPLETE
LOT_A_028_W20,LOT_A_028,20,20,COMPLETE
LOT_A_028_W21,LOT_A_028,21,21,COMPLETE
LOT_A_028_W22,LOT_A_028,22,22,COMPLETE
LOT_A_028_W23,LOT_A_028,23,23,COMPLETE
LOT_A_028_W24,LOT_A_028,24,24,COMPLETE
LOT_A_028_W25,LOT_A_028,25,25,COMPLETE
LOT_A_029_W01,LOT_A_029,1,1,COMPLETE
LOT_A_029_W02,LOT_A_029,2,2,COMPLETE
LOT_A_029_W03,LOT_A_029,3,3,COMPLETE
LOT_A_029_W04,LOT_A_029,4,4,COMPLETE
LOT_A_029_W05,LOT_A_029,5,5,COMPLETE
LOT_A_029_W06,LOT_A_029,6,6,COMPLETE
LOT_A_029_W07,LOT_A_029,7,7,COMPLETE
LOT_A_029_W08,LOT_A_029,8,8,COMPLETE
LOT_A_029_W09,LOT_A_029,9,9,COMPLETE
LOT_A_029_W10,LOT_A_029,10,10,COMPLETE
LOT_A_029_W11,LOT_A_029,11,11,COMPLETE
LOT_A_029_W12,LOT_A_029,12,12,COMPLETE
LOT_A_029_W13,LOT_A_029,13,13,COMPLETE
LOT_A_029_W14,LOT_A_029,14,14,COMPLETE
LOT_A_029_W15,LOT_A_029,15,15,COMPLETE
LOT_A_029_W16,LOT_A_029,16,16,COMPLETE
LOT_A_029_W17,LOT_A_029,17,17,COMPLETE
LOT_A_029_W18,LOT_A_029,18,18,COMPLETE
LOT_A_029_W19,LOT_A_029,19,19,COMPLETE
LOT_A_029_W20,LOT_A_029,20,20,COMPLETE
LOT_A_029_W21,LOT_A_029,21,21,COMPLETE
LOT_A_029_W22,LOT_A_029,22,22,COMPLETE
LOT_A_029_W23,LOT_A_029,23,23,COMPLETE
LOT_A_029_W24,LOT_A_029,24,24,COMPLETE
LOT_A_029_W25,LOT_A_029,25,25,COMPLETE
LOT_A_030_W01,LOT_A_030,1,1,COMPLETE
LOT_A_030_W02,LOT_A_030,2,2,COMPLETE
LOT_A_030_W03,LOT_A_030,3,3,COMPLETE
LOT_A_030_W04,LOT_A_030,4,4,COMPLETE
LOT_A_030_W05,LOT_A_030,5,5,COMPLETE
LOT_A_030_W06,LOT_A_030,6,6,COMPLETE
LOT_A_030_W07,LOT_A_030,7,7,COMPLETE
LOT_A_030_W08,LOT_A_030,8,8,COMPLETE
LOT_A_030_W09,LOT_A_030,9,9,COMPLETE
LOT_A_030_W10,LOT_A_030,10,10,COMPLETE
LOT_A_030_W11,LOT_A_030,11,11,COMPLETE
LOT_A_030_W12,LOT_A_030,12,12,COMPLETE
LOT_A_030_W13,LOT_A_030,13,13,COMPLETE
LOT_A_030_W14,LOT_A_030,14,14,COMPLETE
LOT_A_030_W15,LOT_A_030,15,15,COMPLETE
LOT_A_030_W16,LOT_A_030,16,16,COMPLETE
LOT_A_030_W17,LOT_A_030,17,17,COMPLETE
LOT_A_030_W18,LOT_A_030,18,18,COMPLETE
LOT_A_030_W19,LOT_A_030,19,19,COMPLETE
LOT_A_030_W20,LOT_A_030,20,20,COMPLETE
LOT_A_030_W21,LOT_A_030,21,21,COMPLETE
LOT_A_030_W22,LOT_A_030,22,22,COMPLETE
LOT_A_030_W23,LOT_A_030,23,23,COMPLETE
LOT_A_030_W24,LOT_A_030,24,24,COMPLETE
LOT_A_030_W25,LOT_A_030,25,25,COMPLETE
LOT_A_031_W01,LOT_A_031,1,1,COMPLETE
LOT_A_031_W02,LOT_A_031,2,2,COMPLETE
LOT_A_031_W03,LOT_A_031,3,3,COMPLETE
LOT_A_031_W04,LOT_A_031,4,4,COMPLETE
LOT_A_031_W05,LOT_A_031,5,5,COMPLETE
LOT_A_031_W06,LOT_A_031,6,6,COMPLETE
LOT_A_031_W07,LOT_A_031,7,7,COMPLETE
LOT_A_031_W08,LOT_A_031,8,8,COMPLETE
LOT_A_031_W09,LOT_A_031,9,9,COMPLETE
LOT_A_031_W10,LOT_A_031,10,10,COMPLETE
LOT_A_031_W11,LOT_A_031,11,11,COMPLETE
LOT_A_031_W12,LOT_A_031,12,12,COMPLETE
LOT_A_031_W13,LOT_A_031,13,13,COMPLETE
LOT_A_031_W14,LOT_A_031,14,14,COMPLETE
LOT_A_031_W15,LOT_A_031,15,15,COMPLETE
LOT_A_031_W16,LOT_A_031,16,16,COMPLETE
LOT_A_031_W17,LOT_A_031,17,17,COMPLETE
LOT_A_031_W18,LOT_A_031,18,18,COMPLETE
LOT_A_031_W19,LOT_A_031,19,19,COMPLETE
LOT_A_031_W20,LOT_A_031,20,20,COMPLETE
LOT_A_031_W21,LOT_A_031,21,21,COMPLETE
LOT_A_031_W22,LOT_A_031,22,22,COMPLETE
LOT_A_031_W23,LOT_A_031,23,23,COMPLETE
LOT_A_031_W24,LOT_A_031,24,24,COMPLETE
LOT_A_031_W25,LOT_A_031,25,25,COMPLETE
LOT_A_032_W01,LOT_A_032,1,1,COMPLETE
LOT_A_032_W02,LOT_A_032,2,2,COMPLETE
LOT_A_032_W03,LOT_A_032,3,3,COMPLETE
LOT_A_032_W04,LOT_A_032,4,4,COMPLETE
LOT_A_032_W05,LOT_A_032,5,5,COMPLETE
LOT_A_032_W06,LOT_A_032,6,6,COMPLETE
LOT_A_032_W07,LOT_A_032,7,7,COMPLETE
LOT_A_032_W08,LOT_A_032,8,8,COMPLETE
LOT_A_032_W09,LOT_A_032,9,9,COMPLETE
LOT_A_032_W10,LOT_A_032,10,10,COMPLETE
LOT_A_032_W11,LOT_A_032,11,11,COMPLETE
LOT_A_032_W12,LOT_A_032,12,12,COMPLETE
LOT_A_032_W13,LOT_A_032,13,13,COMPLETE
LOT_A_032_W14,LOT_A_032,14,14,COMPLETE
LOT_A_032_W15,LOT_A_032,15,15,COMPLETE
LOT_A_032_W16,LOT_A_032,16,16,COMPLETE
LOT_A_032_W17,LOT_A_032,17,17,COMPLETE
LOT_A_032_W18,LOT_A_032,18,18,COMPLETE
LOT_A_032_W19,LOT_A_032,19,19,COMPLETE
LOT_A_032_W20,LOT_A_032,20,20,COMPLETE
LOT_A_032_W21,LOT_A_032,21,21,COMPLETE
LOT_A_032_W22,LOT_A_032,22,22,COMPLETE
LOT_A_032_W23,LOT_A_032,23,23,COMPLETE
LOT_A_032_W24,LOT_A_032,24,24,COMPLETE
LOT_A_032_W25,LOT_A_032,25,25,COMPLETE
LOT_A_033_W01,LOT_A_033,1,1,COMPLETE
LOT_A_033_W02,LOT_A_033,2,2,COMPLETE
LOT_A_033_W03,LOT_A_033,3,3,COMPLETE
LOT_A_033_W04,LOT_A_033,4,4,COMPLETE
LOT_A_033_W05,LOT_A_033,5,5,COMPLETE
LOT_A_033_W06,LOT_A_033,6,6,COMPLETE
LOT_A_033_W07,LOT_A_033,7,7,COMPLETE
LOT_A_033_W08,LOT_A_033,8,8,COMPLETE
LOT_A_033_W09,LOT_A_033,9,9,COMPLETE
LOT_A_033_W10,LOT_A_033,10,10,COMPLETE
LOT_A_033_W11,LOT_A_033,11,11,COMPLETE
LOT_A_033_W12,LOT_A_033,12,12,COMPLETE
LOT_A_033_W13,LOT_A_033,13,13,COMPLETE
LOT_A_033_W14,LOT_A_033,14,14,COMPLETE
LOT_A_033_W15,LOT_A_033,15,15,COMPLETE
LOT_A_033_W16,LOT_A_033,16,16,COMPLETE
LOT_A_033_W17,LOT_A_033,17,17,COMPLETE
LOT_A_033_W18,LOT_A_033,18,18,COMPLETE
LOT_A_033_W19,LOT_A_033,19,19,COMPLETE
LOT_A_033_W20,LOT_A_033,20,20,COMPLETE
LOT_A_033_W21,LOT_A_033,21,21,COMPLETE
LOT_A_033_W22,LOT_A_033,22,22,COMPLETE
LOT_A_033_W23,LOT_A_033,23,23,COMPLETE
LOT_A_033_W24,LOT_A_033,24,24,COMPLETE
LOT_A_033_W25,LOT_A_033,25,25,COMPLETE
LOT_A_034_W01,LOT_A_034,1,1,COMPLETE
LOT_A_034_W02,LOT_A_034,2,2,COMPLETE
LOT_A_034_W03,LOT_A_034,3,3,COMPLETE
LOT_A_034_W04,LOT_A_034,4,4,COMPLETE
LOT_A_034_W05,LOT_A_034,5,5,COMPLETE
LOT_A_034_W06,LOT_A_034,6,6,COMPLETE
LOT_A_034_W07,LOT_A_034,7,7,COMPLETE
LOT_A_034_W08,LOT_A_034,8,8,COMPLETE
LOT_A_034_W09,LOT_A_034,9,9,COMPLETE
LOT_A_034_W10,LOT_A_034,10,10,COMPLETE
LOT_A_034_W11,LOT_A_034,11,11,COMPLETE
LOT_A_034_W12,LOT_A_034,12,12,COMPLETE
LOT_A_034_W13,LOT_A_034,13,13,COMPLETE
LOT_A_034_W14,LOT_A_034,14,14,COMPLETE
LOT_A_034_W15,LOT_A_034,15,15,COMPLETE
LOT_A_034_W16,LOT_A_034,16,16,COMPLETE
LOT_A_034_W17,LOT_A_034,17,17,COMPLETE
LOT_A_034_W18,LOT_A_034,18,18,COMPLETE
LOT_A_034_W19,LOT_A_034,19,19,COMPLETE
LOT_A_034_W20,LOT_A_034,20,20,COMPLETE
LOT_A_034_W21,LOT_A_034,21,21,COMPLETE
LOT_A_034_W22,LOT_A_034,22,22,COMPLETE
LOT_A_034_W23,LOT_A_034,23,23,COMPLETE
LOT_A_034_W24,LOT_A_034,24,24,COMPLETE
LOT_A_034_W25,LOT_A_034,25,25,COMPLETE
LOT_A_035_W01,LOT_A_035,1,1,COMPLETE
LOT_A_035_W02,LOT_A_035,2,2,COMPLETE
LOT_A_035_W03,LOT_A_035,3,3,COMPLETE
LOT_A_035_W04,LOT_A_035,4,4,COMPLETE
LOT_A_035_W05,LOT_A_035,5,5,COMPLETE
LOT_A_035_W06,LOT_A_035,6,6,COMPLETE
LOT_A_035_W07,LOT_A_035,7,7,COMPLETE
LOT_A_035_W08,LOT_A_035,8,8,COMPLETE
LOT_A_035_W09,LOT_A_035,9,9,COMPLETE
LOT_A_035_W10,LOT_A_035,10,10,COMPLETE
LOT_A_035_W11,LOT_A_035,11,11,COMPLETE
LOT_A_035_W12,LOT_A_035,12,12,COMPLETE
LOT_A_035_W13,LOT_A_035,13,13,COMPLETE
LOT_A_035_W14,LOT_A_035,14,14,COMPLETE
LOT_A_035_W15,LOT_A_035,15,15,COMPLETE
LOT_A_035_W16,LOT_A_035,16,16,COMPLETE
LOT_A_035_W17,LOT_A_035,17,17,COMPLETE
LOT_A_035_W18,LOT_A_035,18,18,COMPLETE
LOT_A_035_W19,LOT_A_035,19,19,COMPLETE
LOT_A_035_W20,LOT_A_035,20,20,COMPLETE
LOT_A_035_W21,LOT_A_035,21,21,COMPLETE
LOT_A_035_W22,LOT_A_035,22,22,COMPLETE
LOT_A_035_W23,LOT_A_035,23,23,COMPLETE
LOT_A_035_W24,LOT_A_035,24,24,COMPLETE
LOT_A_035_W25,LOT_A_035,25,25,COMPLETE
LOT_A_036_W01,LOT_A_036,1,1,COMPLETE
LOT_A_036_W02,LOT_A_036,2,2,COMPLETE
LOT_A_036_W03,LOT_A_036,3,3,COMPLETE
LOT_A_036_W04,LOT_A_036,4,4,COMPLETE
LOT_A_036_W05,LOT_A_036,5,5,COMPLETE
LOT_A_036_W06,LOT_A_036,6,6,COMPLETE
LOT_A_036_W07,LOT_A_036,7,7,COMPLETE
LOT_A_036_W08,LOT_A_036,8,8,COMPLETE
LOT_A_036_W09,LOT_A_036,9,9,COMPLETE
LOT_A_036_W10,LOT_A_036,10,10,COMPLETE
LOT_A_036_W11,LOT_A_036,11,11,COMPLETE
LOT_A_036_W12,LOT_A_036,12,12,COMPLETE
LOT_A_036_W13,LOT_A_036,13,13,COMPLETE
LOT_A_036_W14,LOT_A_036,14,14,COMPLETE
LOT_A_036_W15,LOT_A_036,15,15,COMPLETE
LOT_A_036_W16,LOT_A_036,16,16,COMPLETE
LOT_A_036_W17,LOT_A_036,17,17,COMPLETE
LOT_A_036_W18,LOT_A_036,18,18,COMPLETE
LOT_A_036_W19,LOT_A_036,19,19,COMPLETE
LOT_A_036_W20,LOT_A_036,20,20,COMPLETE
LOT_A_036_W21,LOT_A_036,21,21,COMPLETE
LOT_A_036_W22,LOT_A_036,22,22,COMPLETE
LOT_A_036_W23,LOT_A_036,23,23,COMPLETE
LOT_A_036_W24,LOT_A_036,24,24,COMPLETE
LOT_A_036_W25,LOT_A_036,25,25,COMPLETE
LOT_A_037_W01,LOT_A_037,1,1,COMPLETE
LOT_A_037_W02,LOT_A_037,2,2,COMPLETE
LOT_A_037_W03,LOT_A_037,3,3,COMPLETE
LOT_A_037_W04,LOT_A_037,4,4,COMPLETE
LOT_A_037_W05,LOT_A_037,5,5,COMPLETE
LOT_A_037_W06,LOT_A_037,6,6,COMPLETE
LOT_A_037_W07,LOT_A_037,7,7,COMPLETE
LOT_A_037_W08,LOT_A_037,8,8,COMPLETE
LOT_A_037_W09,LOT_A_037,9,9,COMPLETE
LOT_A_037_W10,LOT_A_037,10,10,COMPLETE
LOT_A_037_W11,LOT_A_037,11,11,COMPLETE
LOT_A_037_W12,LOT_A_037,12,12,COMPLETE
LOT_A_037_W13,LOT_A_037,13,13,COMPLETE
LOT_A_037_W14,LOT_A_037,14,14,COMPLETE
LOT_A_037_W15,LOT_A_037,15,15,COMPLETE
LOT_A_037_W16,LOT_A_037,16,16,COMPLETE
LOT_A_037_W17,LOT_A_037,17,17,COMPLETE
LOT_A_037_W18,LOT_A_037,18,18,COMPLETE
LOT_A_037_W19,LOT_A_037,19,19,COMPLETE
LOT_A_037_W20,LOT_A_037,20,20,COMPLETE
LOT_A_037_W21,LOT_A_037,21,21,COMPLETE
LOT_A_037_W22,LOT_A_037,22,22,COMPLETE
LOT_A_037_W23,LOT_A_037,23,23,COMPLETE
LOT_A_037_W24,LOT_A_037,24,24,COMPLETE
LOT_A_037_W25,LOT_A_037,25,25,COMPLETE
LOT_A_038_W01,LOT_A_038,1,1,COMPLETE
LOT_A_038_W02,LOT_A_038,2,2,COMPLETE
LOT_A_038_W03,LOT_A_038,3,3,COMPLETE
LOT_A_038_W04,LOT_A_038,4,4,COMPLETE
LOT_A_038_W05,LOT_A_038,5,5,COMPLETE
